2629000,301,ENGLISH CORE,085,A2
2629000,042,PHYSICS,082,A2
2629000,043,CHEMISTRY,088,A2
2629000,041,MATHEMATICS,075,B1
2629000,048,PHYSICAL EDUCATION,088,A1
2629000,500,WORK EXPERIENCE,---,A1
2629000,502,PHY & HEALTH EDUCA,---,A2
2629000,503,GENERAL STUDIES,---,A1
2629000,"",Result: PASS,"",""
2629001,301,ENGLISH CORE,080,B1
2629001,042,PHYSICS,083,A2
2629001,043,CHEMISTRY,095,A1
2629001,041,MATHEMATICS,095,A1
2629001,048,PHYSICAL EDUCATION,090,A1
2629001,500,WORK EXPERIENCE,---,A1
2629001,502,PHY & HEALTH EDUCA,---,A1
2629001,503,GENERAL STUDIES,---,A1
2629001,"",Result: PASS,"",""
2629002,301,ENGLISH CORE,080,B1
2629002,042,PHYSICS,072,B1
2629002,043,CHEMISTRY,076,B2
2629002,041,MATHEMATICS,072,B1
2629002,048,PHYSICAL EDUCATION,086,A2
2629002,500,WORK EXPERIENCE,---,A1
2629002,502,PHY & HEALTH EDUCA,---,A2
2629002,503,GENERAL STUDIES,---,A1
2629002,"",Result: PASS,"",""
2629003,301,ENGLISH CORE,085,A2
2629003,042,PHYSICS,087,A1
2629003,043,CHEMISTRY,093,A1
2629003,041,MATHEMATICS,086,A2
2629003,065,INFORMATICS PRAC.,087,B1
2629003,500,WORK EXPERIENCE,---,A1
2629003,502,PHY & HEALTH EDUCA,---,A2
2629003,503,GENERAL STUDIES,---,A2
2629003,"",Result: PASS,"",""
2629004,301,ENGLISH CORE,068,C1
2629004,042,PHYSICS,061,C1
2629004,043,CHEMISTRY,076,B2
2629004,041,MATHEMATICS,047,C2
2629004,048,PHYSICAL EDUCATION,080,B1
2629004,500,WORK EXPERIENCE,---,A1
2629004,502,PHY & HEALTH EDUCA,---,A2
2629004,503,GENERAL STUDIES,---,A2
2629004,"",Result: PASS,"",""
2629005,301,ENGLISH CORE,077,B1
2629005,042,PHYSICS,050,D2
2629005,043,CHEMISTRY,064,C2
2629005,041,MATHEMATICS,043,D1
2629005,048,PHYSICAL EDUCATION,084,A2
2629005,500,WORK EXPERIENCE,---,A2
2629005,502,PHY & HEALTH EDUCA,---,A2
2629005,503,GENERAL STUDIES,---,B1
2629005,"",Result: PASS,"",""
2629006,301,ENGLISH CORE,085,A2
2629006,042,PHYSICS,068,B2
2629006,043,CHEMISTRY,063,C2
2629006,041,MATHEMATICS,062,B2
2629006,065,INFORMATICS PRAC.,086,B1
2629006,500,WORK EXPERIENCE,---,A1
2629006,502,PHY & HEALTH EDUCA,---,A2
2629006,503,GENERAL STUDIES,---,A1
2629006,"",Result: PASS,"",""
2629007,301,ENGLISH CORE,067,C1
2629007,042,PHYSICS,058,C2
2629007,043,CHEMISTRY,061,C2
2629007,041,MATHEMATICS,058,B2
2629007,048,PHYSICAL EDUCATION,085,A2
2629007,500,WORK EXPERIENCE,---,A1
2629007,502,PHY & HEALTH EDUCA,---,A2
2629007,503,GENERAL STUDIES,---,A2
2629007,"",Result: PASS,"",""
2629008,301,ENGLISH CORE,091,A1
2629008,042,PHYSICS,083,A2
2629008,043,CHEMISTRY,089,A2
2629008,041,MATHEMATICS,094,A1
