9664000,301,ENGLISH CORE,061,C1
9664000,030,ECONOMICS,060,B2
9664000,041,MATHEMATICS,046,C2
9664000,054,BUSINESS STUDIES,059,C1
9664000,055,ACCOUNTANCY,060,C1
9664000,500,WORK EXPERIENCE,---,A1
9664000,502,PHY & HEALTH EDUCA,---,A2
9664000,503,GENERAL STUDIES,---,B2
9664000,Additional Subject
9664000,048,PHYSICAL EDUCATION,064,C2
9664000,"",Result: PASS,"",""
9664001,301,ENGLISH CORE,033,D2
9664001,027,HISTORY,052,B2
9664001,699,I T SYSTEMS,069,C1
9664001,700,BUSINESS DATA PROC,080,A2
9664001,701,DTP CAD & MULTIMED,088,A2
9664001,502,PHY & HEALTH EDUCA,---,A1
9664001,503,GENERAL STUDIES,---,A2
9664001,Additional Subject
9664001,048,PHYSICAL EDUCATION,054,D2
9664001,"",Result: PASS,"",""
9664002,301,ENGLISH CORE,044,D1
9664002,027,HISTORY,060,B1
9664002,699,I T SYSTEMS,073,B2
9664002,700,BUSINESS DATA PROC,079,A2
9664002,701,DTP CAD & MULTIMED,088,A2
9664002,502,PHY & HEALTH EDUCA,---,B1
9664002,503,GENERAL STUDIES,---,B2
9664002,Additional Subject
9664002,048,PHYSICAL EDUCATION,054,D2
9664002,"",Result: PASS,"",""
9664003,301,ENGLISH CORE,052,C2
9664003,027,HISTORY,054,B2
9664003,699,I T SYSTEMS,078,B1
9664003,700,BUSINESS DATA PROC,083,A1
9664003,701,DTP CAD & MULTIMED,092,A1
9664003,502,PHY & HEALTH EDUCA,---,B2
9664003,503,GENERAL STUDIES,---,B1
9664003,Additional Subject
9664003,048,PHYSICAL EDUCATION,055,D2
9664003,"",Result: PASS,"",""
9664004,301,ENGLISH CORE,062,C1
9664004,027,HISTORY,068,A2
9664004,699,I T SYSTEMS,088,A1
9664004,700,BUSINESS DATA PROC,086,A1
9664004,701,DTP CAD & MULTIMED,097,A1
9664004,502,PHY & HEALTH EDUCA,---,B2
9664004,503,GENERAL STUDIES,---,B2
9664004,Additional Subject
9664004,048,PHYSICAL EDUCATION,062,C2
9664004,"",Result: PASS,"",""
9664005,301,ENGLISH CORE,058,C2
9664005,027,HISTORY,054,B2
9664005,699,I T SYSTEMS,082,A2
9664005,700,BUSINESS DATA PROC,084,A1
9664005,701,DTP CAD & MULTIMED,096,A1
9664005,502,PHY & HEALTH EDUCA,---,A2
9664005,503,GENERAL STUDIES,---,B2
9664005,Additional Subject
9664005,048,PHYSICAL EDUCATION,058,D1
9664005,"",Result: PASS,"",""
9664006,301,ENGLISH CORE,052,C2
9664006,027,HISTORY,053,B2
9664006,699,I T SYSTEMS,081,A2
9664006,700,BUSINESS DATA PROC,081,A2
9664006,701,DTP CAD & MULTIMED,086,B1
9664006,502,PHY & HEALTH EDUCA,---,B2
9664006,503,GENERAL STUDIES,---,B2
9664006,Additional Subject
9664006,048,PHYSICAL EDUCATION,047,D2
9664006,"",Result: PASS,"",""
9664007,301,ENGLISH CORE,046,D1
9664007,027,HISTORY,053,B2
9664007,699,I T SYSTEMS,076,B1
9664007,700,BUSINESS DATA PROC,081,A2
9664007,701,DTP CAD & MULTIMED,086,B1
9664007,502,PHY & HEALTH EDUCA,---,B2
9664007,503,GENERAL STUDIES,---,B1
9664007,Additional Subject
9664007,048,PHYSICAL EDUCATION,048,D2
9664007,"",Result: PASS,"",""
9664009,301,ENGLISH CORE,033,D2
9664009,027,HISTORY,047,C1
9664009,699,I T SYSTEMS,080,A2
9664009,700,BUSINESS DATA PROC,085,A1
9664009,701,DTP CAD & MULTIMED,082,B2
9664009,502,PHY & HEALTH EDUCA,---,B2
9664009,503,GENERAL STUDIES,---,B1
9664009,Additional Subject
9664009,048,PHYSICAL EDUCATION,055,D2
9664009,"",Result: PASS,"",""
9664010,301,ENGLISH CORE,043,D1
9664010,027,HISTORY,048,C1
9664010,699,I T SYSTEMS,086,A1
9664010,700,BUSINESS DATA PROC,084,A1
9664010,701,DTP CAD & MULTIMED,097,A1
9664010,502,PHY & HEALTH EDUCA,---,B1
9664010,503,GENERAL STUDIES,---,B2
9664010,Additional Subject
9664010,048,PHYSICAL EDUCATION,058,D1
9664010,"",Result: PASS,"",""
9664011,301,ENGLISH CORE,050,D1
9664011,002,HINDI ELECTIVE,052,C1
9664011,027,HISTORY,051,B2
9664011,028,POLITICAL SCIENCE,037,D1
9664011,029,GEOGRAPHY,055,C2
9664011,500,WORK EXPERIENCE,---,A1
9664011,502,PHY & HEALTH EDUCA,---,A2
9664011,503,GENERAL STUDIES,---,C1
9664011,Additional Subject
9664011,048,PHYSICAL EDUCATION,023 FP,E
9664011,"",Result: PASS,"",""
9664012,301,ENGLISH CORE,051,D1
9664012,002,HINDI ELECTIVE,072,A2
9664012,027,HISTORY,061,A2
9664012,028,POLITICAL SCIENCE,062,B1
9664012,029,GEOGRAPHY,067,B2
9664012,500,WORK EXPERIENCE,---,A2
9664012,502,PHY & HEALTH EDUCA,---,B1
9664012,503,GENERAL STUDIES,---,B2
9664012,Additional Subject
9664012,048,PHYSICAL EDUCATION,052,D2
9664012,"",Result: PASS,"",""
9664013,301,ENGLISH CORE,043,D1
9664013,002,HINDI ELECTIVE,050,C2
9664013,027,HISTORY,055,B1
9664013,028,POLITICAL SCIENCE,044,C2
9664013,029,GEOGRAPHY,060,C1
9664013,500,WORK EXPERIENCE,---,A2
9664013,502,PHY & HEALTH EDUCA,---,A1
9664013,503,GENERAL STUDIES,---,B1
9664013,Additional Subject
9664013,048,PHYSICAL EDUCATION,056,D1
9664013,"",Result: PASS,"",""
9664014,301,ENGLISH CORE,047,D1
9664014,002,HINDI ELECTIVE,054,C1
9664014,027,HISTORY,049,C1
9664014,028,POLITICAL SCIENCE,044,C2
9664014,029,GEOGRAPHY,058,C2
9664014,500,WORK EXPERIENCE,---,A1
9664014,502,PHY & HEALTH EDUCA,---,A2
9664014,503,GENERAL STUDIES,---,B1
9664014,Additional Subject
9664014,048,PHYSICAL EDUCATION,047,D2
9664014,"",Result: PASS,"",""
9664015,301,ENGLISH CORE,043,D1
9664015,002,HINDI ELECTIVE,064,B1
9664015,027,HISTORY,052,B2
9664015,028,POLITICAL SCIENCE,057,B2
9664015,029,GEOGRAPHY,057,C2
9664015,500,WORK EXPERIENCE,---,A1
9664015,502,PHY & HEALTH EDUCA,---,B2
9664015,503,GENERAL STUDIES,---,B1
9664015,Additional Subject
9664015,048,PHYSICAL EDUCATION,063,C2
9664015,"",Result: PASS,"",""
9664016,301,ENGLISH CORE,033,D2
9664016,002,HINDI ELECTIVE,059,B2
9664016,027,HISTORY,056,B1
9664016,028,POLITICAL SCIENCE,038,D1
9664016,029,GEOGRAPHY,058,C2
9664016,500,WORK EXPERIENCE,---,A1
9664016,502,PHY & HEALTH EDUCA,---,B2
9664016,503,GENERAL STUDIES,---,B1
9664016,Additional Subject
9664016,048,PHYSICAL EDUCATION,053,D2
9664016,"",Result: PASS,"",""
9664017,301,ENGLISH CORE,045,D1
9664017,002,HINDI ELECTIVE,050,C2
9664017,027,HISTORY,047,C1
9664017,028,POLITICAL SCIENCE,044,C2
9664017,029,GEOGRAPHY,054,D1
9664017,500,WORK EXPERIENCE,---,B2
9664017,502,PHY & HEALTH EDUCA,---,B1
9664017,503,GENERAL STUDIES,---,B2
9664017,Additional Subject
9664017,048,PHYSICAL EDUCATION,058,D1
9664017,"",Result: PASS,"",""
9664020,301,ENGLISH CORE,044,D1
9664020,002,HINDI ELECTIVE,069,A2
9664020,027,HISTORY,048,C1
9664020,028,POLITICAL SCIENCE,048,C1
9664020,029,GEOGRAPHY,061,C1
9664020,500,WORK EXPERIENCE,---,B2
9664020,502,PHY & HEALTH EDUCA,---,B1
9664020,503,GENERAL STUDIES,---,B1
9664020,Additional Subject
9664020,048,PHYSICAL EDUCATION,058,D1
9664020,"",Result: PASS,"",""
9664021,301,ENGLISH CORE,058,C2
9664021,002,HINDI ELECTIVE,071,A2
9664021,027,HISTORY,069,A2
9664021,028,POLITICAL SCIENCE,068,A2
9664021,029,GEOGRAPHY,059,C1
9664021,500,WORK EXPERIENCE,---,A1
9664021,502,PHY & HEALTH EDUCA,---,B2
9664021,503,GENERAL STUDIES,---,A1
9664021,Additional Subject
9664021,048,PHYSICAL EDUCATION,060,D1
9664021,"",Result: PASS,"",""
9664022,002,HINDI ELECTIVE,056,C1
9664022,027,HISTORY,036,D2
9664022,028,POLITICAL SCIENCE,033,D2
9664022,029,GEOGRAPHY,062,C1
9664022,048,PHYSICAL EDUCATION,054,D2
9664022,500,WORK EXPERIENCE,---,B1
9664022,502,PHY & HEALTH EDUCA,---,B2
9664022,503,GENERAL STUDIES,---,B2
9664022,Additional Subject
9664022,301,ENGLISH CORE,006 F,E
9664022,"",Result: PASS,"",""
9664023,301,ENGLISH CORE,057,C2
9664023,002,HINDI ELECTIVE,042,D2
9664023,027,HISTORY,050,B2
9664023,028,POLITICAL SCIENCE,044,C2
9664023,029,GEOGRAPHY,055,C2
9664023,500,WORK EXPERIENCE,---,B2
9664023,502,PHY & HEALTH EDUCA,---,B1
9664023,503,GENERAL STUDIES,---,B2
9664023,Additional Subject
9664023,048,PHYSICAL EDUCATION,052,D2
9664023,"",Result: PASS,"",""
9664024,301,ENGLISH CORE,044,D1
9664024,002,HINDI ELECTIVE,048,C2
9664024,027,HISTORY,041,D1
9664024,028,POLITICAL SCIENCE,051,B2
9664024,029,GEOGRAPHY,055,C2
9664024,500,WORK EXPERIENCE,---,A1
9664024,502,PHY & HEALTH EDUCA,---,B1
9664024,503,GENERAL STUDIES,---,B2
9664024,Additional Subject
9664024,048,PHYSICAL EDUCATION,045,D2
9664024,"",Result: PASS,"",""
9664025,301,ENGLISH CORE,043,D1
9664025,002,HINDI ELECTIVE,065,B1
9664025,027,HISTORY,047,C1
9664025,028,POLITICAL SCIENCE,046,C1
9664025,029,GEOGRAPHY,068,B2
9664025,500,WORK EXPERIENCE,---,A2
9664025,502,PHY & HEALTH EDUCA,---,B2
9664025,503,GENERAL STUDIES,---,B2
9664025,Additional Subject
9664025,048,PHYSICAL EDUCATION,048,D2
9664025,"",Result: PASS,"",""
9664026,301,ENGLISH CORE,046,D1
9664026,002,HINDI ELECTIVE,066,B1
9664026,027,HISTORY,059,B1
9664026,028,POLITICAL SCIENCE,052,B2
9664026,029,GEOGRAPHY,064,B2
9664026,500,WORK EXPERIENCE,---,B2
9664026,502,PHY & HEALTH EDUCA,---,B1
9664026,503,GENERAL STUDIES,---,A1
9664026,Additional Subject
9664026,048,PHYSICAL EDUCATION,061,D1
9664026,"",Result: PASS,"",""
9664027,301,ENGLISH CORE,068,C1
9664027,002,HINDI ELECTIVE,072,A2
9664027,027,HISTORY,063,A2
9664027,028,POLITICAL SCIENCE,072,A2
9664027,029,GEOGRAPHY,072,B1
9664027,500,WORK EXPERIENCE,---,B2
9664027,502,PHY & HEALTH EDUCA,---,B1
9664027,503,GENERAL STUDIES,---,B2
9664027,Additional Subject
9664027,048,PHYSICAL EDUCATION,067,C1
9664027,"",Result: PASS,"",""
9664028,301,ENGLISH CORE,063,C1
9664028,002,HINDI ELECTIVE,050,C2
9664028,027,HISTORY,055,B1
9664028,028,POLITICAL SCIENCE,049,C1
9664028,029,GEOGRAPHY,075,B1
9664028,500,WORK EXPERIENCE,---,A1
9664028,502,PHY & HEALTH EDUCA,---,B2
9664028,503,GENERAL STUDIES,---,B1
9664028,Additional Subject
9664028,048,PHYSICAL EDUCATION,061,D1
9664028,"",Result: PASS,"",""
9664029,301,ENGLISH CORE,043,D1
9664029,002,HINDI ELECTIVE,042,D2
9664029,027,HISTORY,051,B2
9664029,028,POLITICAL SCIENCE,049,C1
9664029,029,GEOGRAPHY,056,C2
9664029,500,WORK EXPERIENCE,---,A1
9664029,502,PHY & HEALTH EDUCA,---,B1
9664029,503,GENERAL STUDIES,---,B2
9664029,Additional Subject
9664029,048,PHYSICAL EDUCATION,056,D1
9664029,"",Result: PASS,"",""
9664030,301,ENGLISH CORE,091,A1
9664030,002,HINDI ELECTIVE,065,B1
9664030,027,HISTORY,057,B1
9664030,028,POLITICAL SCIENCE,086,A1
9664030,029,GEOGRAPHY,069,B2
9664030,500,WORK EXPERIENCE,---,B2
9664030,502,PHY & HEALTH EDUCA,---,B1
9664030,503,GENERAL STUDIES,---,B2
9664030,Additional Subject
9664030,048,PHYSICAL EDUCATION,058,D1
9664030,"",Result: PASS,"",""
9664031,301,ENGLISH CORE,036,D2
9664031,002,HINDI ELECTIVE,033,D2
9664031,027,HISTORY,047,C1
9664031,028,POLITICAL SCIENCE,044,C2
9664031,029,GEOGRAPHY,061,C1
9664031,500,WORK EXPERIENCE,---,A1
9664031,502,PHY & HEALTH EDUCA,---,B1
9664031,503,GENERAL STUDIES,---,B1
9664031,Additional Subject
9664031,048,PHYSICAL EDUCATION,061,D1
9664031,"",Result: PASS,"",""
9664032,301,ENGLISH CORE,056,C2
9664032,002,HINDI ELECTIVE,049,C2
9664032,027,HISTORY,057,B1
9664032,028,POLITICAL SCIENCE,054,B2
9664032,029,GEOGRAPHY,056,C2
9664032,500,WORK EXPERIENCE,---,A1
9664032,502,PHY & HEALTH EDUCA,---,B1
9664032,503,GENERAL STUDIES,---,B2
9664032,Additional Subject
9664032,048,PHYSICAL EDUCATION,058,D1
9664032,"",Result: PASS,"",""
9664033,301,ENGLISH CORE,044,D1
9664033,002,HINDI ELECTIVE,059,B2
9664033,027,HISTORY,036,D2
9664033,028,POLITICAL SCIENCE,054,B2
9664033,029,GEOGRAPHY,058,C2
9664033,500,WORK EXPERIENCE,---,A1
9664033,502,PHY & HEALTH EDUCA,---,A2
9664033,503,GENERAL STUDIES,---,B1
9664033,Additional Subject
9664033,048,PHYSICAL EDUCATION,061,D1
9664033,"",Result: PASS,"",""
9664034,301,ENGLISH CORE,043,D1
9664034,002,HINDI ELECTIVE,059,B2
9664034,027,HISTORY,043,C2
9664034,028,POLITICAL SCIENCE,046,C1
9664034,029,GEOGRAPHY,059,C1
9664034,500,WORK EXPERIENCE,---,A1
9664034,502,PHY & HEALTH EDUCA,---,B1
9664034,503,GENERAL STUDIES,---,B2
9664034,Additional Subject
9664034,048,PHYSICAL EDUCATION,067,C1
9664034,"",Result: PASS,"",""
9664035,301,ENGLISH CORE,062,C1
9664035,002,HINDI ELECTIVE,057,B2
9664035,027,HISTORY,063,A2
9664035,028,POLITICAL SCIENCE,048,C1
9664035,029,GEOGRAPHY,060,C1
9664035,500,WORK EXPERIENCE,---,B1
9664035,502,PHY & HEALTH EDUCA,---,B2
9664035,503,GENERAL STUDIES,---,B1
9664035,Additional Subject
9664035,048,PHYSICAL EDUCATION,060,D1
9664035,"",Result: PASS,"",""
9664036,301,ENGLISH CORE,051,D1
9664036,002,HINDI ELECTIVE,042,D2
9664036,027,HISTORY,043,C2
9664036,028,POLITICAL SCIENCE,065,B1
9664036,029,GEOGRAPHY,054,D1
9664036,500,WORK EXPERIENCE,---,B1
9664036,502,PHY & HEALTH EDUCA,---,B2
9664036,503,GENERAL STUDIES,---,A1
9664036,Additional Subject
9664036,048,PHYSICAL EDUCATION,050,D2
9664036,"",Result: PASS,"",""
9664037,002,HINDI ELECTIVE,042,D2
9664037,027,HISTORY,044,C2
