9634000,301,ENGLISH CORE,003F,E
9634000,002,HINDI ELECTIVE,060,B2
9634000,027,HISTORY,013F,E
9634000,028,POLITICAL SCIENCE,013F,E
9634000,029,GEOGRAPHY,034FT,E
9634000,500,WORK EXPERIENCE,---,A1
9634000,502,PHY & HEALTH EDUCA,---,A1
9634000,503,GENERAL STUDIES,---,A1
9634000,Additional Subject
9634000,048,PHYSICAL EDUCATION,030 FT,E
9634000,"",Result: FAIL,"",""
9634001,301,ENGLISH CORE,035,D2
9634001,002,HINDI ELECTIVE,045,D1
9634001,027,HISTORY,036,D2
9634001,028,POLITICAL SCIENCE,044,C2
9634001,029,GEOGRAPHY,051,D1
9634001,500,WORK EXPERIENCE,---,A2
9634001,502,PHY & HEALTH EDUCA,---,A2
9634001,503,GENERAL STUDIES,---,A2
9634001,Additional Subject
9634001,048,PHYSICAL EDUCATION,050,D2
9634001,"",Result: PASS,"",""
9634002,301,ENGLISH CORE,043,D1
9634002,002,HINDI ELECTIVE,067,B1
9634002,027,HISTORY,033,D2
9634002,028,POLITICAL SCIENCE,033,D2
9634002,029,GEOGRAPHY,052,D1
9634002,500,WORK EXPERIENCE,---,B1
9634002,502,PHY & HEALTH EDUCA,---,B1
9634002,503,GENERAL STUDIES,---,B1
9634002,Additional Subject
9634002,048,PHYSICAL EDUCATION,055,D2
9634002,"",Result: PASS,"",""
9634003,301,ENGLISH CORE,034,D2
9634003,002,HINDI ELECTIVE,054,C1
9634003,027,HISTORY,045,C2
9634003,028,POLITICAL SCIENCE,066,B1
9634003,029,GEOGRAPHY,045,D2
9634003,500,WORK EXPERIENCE,---,C1
9634003,502,PHY & HEALTH EDUCA,---,C1
9634003,503,GENERAL STUDIES,---,C1
9634003,Additional Subject
9634003,048,PHYSICAL EDUCATION,054,D2
9634003,"",Result: PASS,"",""
9634004,301,ENGLISH CORE,037,D2
9634004,027,HISTORY,036,D2
9634004,028,POLITICAL SCIENCE,033,D2
9634004,029,GEOGRAPHY,046,D2
9634004,048,PHYSICAL EDUCATION,050,D2
9634004,500,WORK EXPERIENCE,---,C2
9634004,502,PHY & HEALTH EDUCA,---,C2
9634004,503,GENERAL STUDIES,---,C2
9634004,Additional Subject
9634004,002,HINDI ELECTIVE,016 F,E
9634004,"",Result: PASS,"",""
9634005,301,ENGLISH CORE,046,D1
9634005,002,HINDI ELECTIVE,057,B2
9634005,027,HISTORY,046,C1
9634005,028,POLITICAL SCIENCE,052,B2
9634005,029,GEOGRAPHY,062,C1
9634005,500,WORK EXPERIENCE,---,D1
9634005,502,PHY & HEALTH EDUCA,---,D1
9634005,503,GENERAL STUDIES,---,D1
9634005,Additional Subject
9634005,048,PHYSICAL EDUCATION,051,D2
9634005,"",Result: PASS,"",""
9634006,301,ENGLISH CORE,036,D2
9634006,002,HINDI ELECTIVE,055,C1
9634006,027,HISTORY,041,D1
9634006,028,POLITICAL SCIENCE,045,C1
9634006,029,GEOGRAPHY,042,D2
9634006,500,WORK EXPERIENCE,---,D2
9634006,502,PHY & HEALTH EDUCA,---,D2
9634006,503,GENERAL STUDIES,---,D2
9634006,Additional Subject
9634006,048,PHYSICAL EDUCATION,053,D2
9634006,"",Result: PASS,"",""
9634007,301,ENGLISH CORE,053,C2
9634007,002,HINDI ELECTIVE,042,D2
9634007,027,HISTORY,047,C1
9634007,028,POLITICAL SCIENCE,033,D2
9634007,029,GEOGRAPHY,051,D1
9634007,500,WORK EXPERIENCE,---,A1
9634007,502,PHY & HEALTH EDUCA,---,A1
9634007,503,GENERAL STUDIES,---,A1
9634007,Additional Subject
9634007,048,PHYSICAL EDUCATION,052,D2
9634007,"",Result: PASS,"",""
9634008,301,ENGLISH CORE,014F,E
9634008,002,HINDI ELECTIVE,051,C2
9634008,027,HISTORY,024F,E
9634008,028,POLITICAL SCIENCE,007F,E
9634008,029,GEOGRAPHY,034FT,E
9634008,500,WORK EXPERIENCE,---,B1
9634008,502,PHY & HEALTH EDUCA,---,B1
9634008,503,GENERAL STUDIES,---,B1
9634008,Additional Subject
9634008,048,PHYSICAL EDUCATION,053,D2
9634008,"",Result: FAIL,"",""
9634009,301,ENGLISH CORE,046,D1
9634009,002,HINDI ELECTIVE,ABA,""
9634009,027,HISTORY,056,B1
9634009,028,POLITICAL SCIENCE,064,B1
9634009,029,GEOGRAPHY,056,C2
9634009,500,WORK EXPERIENCE,---,B2
9634009,502,PHY & HEALTH EDUCA,---,B2
9634009,503,GENERAL STUDIES,---,B2
9634009,Additional Subject
9634009,048,PHYSICAL EDUCATION,026 FT,E
9634009,"",Result: COMP,"",""
9634010,301,ENGLISH CORE,044,D1
9634010,002,HINDI ELECTIVE,046,D1
9634010,027,HISTORY,045,C2
9634010,028,POLITICAL SCIENCE,047,C1
9634010,029,GEOGRAPHY,048,D2
9634010,500,WORK EXPERIENCE,---,C1
9634010,502,PHY & HEALTH EDUCA,---,C1
9634010,503,GENERAL STUDIES,---,C1
9634010,Additional Subject
9634010,048,PHYSICAL EDUCATION,052,D2
9634010,"",Result: PASS,"",""
9634011,002,HINDI ELECTIVE,033,D2
9634011,027,HISTORY,036,D2
9634011,028,POLITICAL SCIENCE,036,D1
9634011,029,GEOGRAPHY,031FT,E
9634011,048,PHYSICAL EDUCATION,045,D2
9634011,500,WORK EXPERIENCE,---,C2
9634011,502,PHY & HEALTH EDUCA,---,C2
9634011,503,GENERAL STUDIES,---,C2
9634011,Additional Subject
9634011,301,ENGLISH CORE,012 F,E
9634011,"",Result: COMP,"",""
9634012,301,ENGLISH CORE,045,D1
9634012,002,HINDI ELECTIVE,063,B1
9634012,027,HISTORY,046,C1
9634012,028,POLITICAL SCIENCE,051,B2
9634012,029,GEOGRAPHY,053,D1
9634012,500,WORK EXPERIENCE,---,D1
9634012,502,PHY & HEALTH EDUCA,---,D1
9634012,503,GENERAL STUDIES,---,D1
9634012,Additional Subject
9634012,048,PHYSICAL EDUCATION,051,D2
9634012,"",Result: PASS,"",""
9634013,002,HINDI ELECTIVE,017F,E
9634013,027,HISTORY,037,D2
9634013,028,POLITICAL SCIENCE,033,D2
9634013,029,GEOGRAPHY,048,D2
9634013,048,PHYSICAL EDUCATION,047,D2
9634013,500,WORK EXPERIENCE,---,D2
9634013,502,PHY & HEALTH EDUCA,---,D2
9634013,503,GENERAL STUDIES,---,D2
9634013,Additional Subject
9634013,301,ENGLISH CORE,015 F,E
9634013,"",Result: COMP,"",""
9634014,301,ENGLISH CORE,033,D2
9634014,002,HINDI ELECTIVE,052,C1
9634014,027,HISTORY,036,D2
9634014,028,POLITICAL SCIENCE,033,D2
9634014,029,GEOGRAPHY,046,D2
9634014,500,WORK EXPERIENCE,---,A1
9634014,502,PHY & HEALTH EDUCA,---,A1
9634014,503,GENERAL STUDIES,---,A1
9634014,Additional Subject
9634014,048,PHYSICAL EDUCATION,023 FP,E
9634014,"",Result: PASS,"",""
9634015,301,ENGLISH CORE,033,D2
9634015,002,HINDI ELECTIVE,044,D1
9634015,027,HISTORY,041,D1
9634015,028,POLITICAL SCIENCE,034,D1
9634015,029,GEOGRAPHY,044,D2
9634015,500,WORK EXPERIENCE,---,A2
9634015,502,PHY & HEALTH EDUCA,---,A2
9634015,503,GENERAL STUDIES,---,A2
9634015,Additional Subject
9634015,048,PHYSICAL EDUCATION,050,D2
9634015,"",Result: PASS,"",""
9634016,301,ENGLISH CORE,034,D2
9634016,002,HINDI ELECTIVE,034,D2
9634016,027,HISTORY,051,B2
9634016,028,POLITICAL SCIENCE,036,D1
9634016,029,GEOGRAPHY,049,D2
9634016,500,WORK EXPERIENCE,---,D1
9634016,502,PHY & HEALTH EDUCA,---,D2
9634016,503,GENERAL STUDIES,---,D1
9634016,Additional Subject
9634016,048,PHYSICAL EDUCATION,053,D2
9634016,"",Result: PASS,"",""
9634017,301,ENGLISH CORE,043,D1
9634017,002,HINDI ELECTIVE,046,D1
9634017,027,HISTORY,038,D1
9634017,028,POLITICAL SCIENCE,037,D1
