9627000,322,SANSKRIT CORE,057,B1
9627000,002,HINDI ELECTIVE,042,D2
9627000,027,HISTORY,039,D1
9627000,028,POLITICAL SCIENCE,033,D2
9627000,064,HOME SCIENCE,056,C2
9627000,500,WORK EXPERIENCE,---,B2
9627000,502,PHY & HEALTH EDUCA,---,C2
9627000,503,GENERAL STUDIES,---,A2
9627000,Additional Subject
9627000,048,PHYSICAL EDUCATION,050,D2
9627000,"",Result: PASS,"",""
9627001,322,SANSKRIT CORE,062,A2
9627001,002,HINDI ELECTIVE,042,D2
9627001,027,HISTORY,037,D2
9627001,028,POLITICAL SCIENCE,033,D2
9627001,064,HOME SCIENCE,051,D1
9627001,500,WORK EXPERIENCE,---,B2
9627001,502,PHY & HEALTH EDUCA,---,C1
9627001,503,GENERAL STUDIES,---,A1
9627001,Additional Subject
9627001,048,PHYSICAL EDUCATION,052,D2
9627001,"",Result: PASS,"",""
9627002,322,SANSKRIT CORE,062,A2
9627002,002,HINDI ELECTIVE,042,D2
9627002,027,HISTORY,040,D1
9627002,028,POLITICAL SCIENCE,053,B2
9627002,064,HOME SCIENCE,054,D1
9627002,500,WORK EXPERIENCE,---,B2
9627002,502,PHY & HEALTH EDUCA,---,B2
9627002,503,GENERAL STUDIES,---,C1
9627002,Additional Subject
9627002,048,PHYSICAL EDUCATION,052,D2
9627002,"",Result: PASS,"",""
9627003,322,SANSKRIT CORE,055,B1
9627003,002,HINDI ELECTIVE,062,B1
9627003,027,HISTORY,039,D1
9627003,028,POLITICAL SCIENCE,045,C1
9627003,064,HOME SCIENCE,056,C2
9627003,500,WORK EXPERIENCE,---,C2
9627003,502,PHY & HEALTH EDUCA,---,A1
9627003,503,GENERAL STUDIES,---,C1
9627003,Additional Subject
9627003,048,PHYSICAL EDUCATION,048,D2
9627003,"",Result: PASS,"",""
9627004,322,SANSKRIT CORE,048,C1
9627004,002,HINDI ELECTIVE,033,D2
9627004,027,HISTORY,036,D2
9627004,048,PHYSICAL EDUCATION,048,D2
9627004,064,HOME SCIENCE,035FT,E
9627004,500,WORK EXPERIENCE,---,B2
9627004,502,PHY & HEALTH EDUCA,---,C1
9627004,503,GENERAL STUDIES,---,B2
9627004,Additional Subject
9627004,028,POLITICAL SCIENCE,005 F,E
9627004,"",Result: COMP,"",""
9627005,322,SANSKRIT CORE,064,A2
9627005,002,HINDI ELECTIVE,049,C2
9627005,027,HISTORY,044,C2
9627005,028,POLITICAL SCIENCE,033,D2
9627005,064,HOME SCIENCE,057,C2
9627005,500,WORK EXPERIENCE,---,A1
9627005,502,PHY & HEALTH EDUCA,---,B2
9627005,503,GENERAL STUDIES,---,B1
9627005,Additional Subject
9627005,048,PHYSICAL EDUCATION,062,C2
9627005,"",Result: PASS,"",""
9627006,322,SANSKRIT CORE,053,B2
9627006,002,HINDI ELECTIVE,076,A1
9627006,027,HISTORY,051,B2
9627006,028,POLITICAL SCIENCE,071,A2
9627006,064,HOME SCIENCE,066,B2
9627006,500,WORK EXPERIENCE,---,A2
9627006,502,PHY & HEALTH EDUCA,---,C1
9627006,503,GENERAL STUDIES,---,B1
9627006,Additional Subject
9627006,048,PHYSICAL EDUCATION,061,D1
9627006,"",Result: PASS,"",""
9627007,322,SANSKRIT CORE,068,A2
9627007,002,HINDI ELECTIVE,053,C1
9627007,027,HISTORY,053,B2
9627007,028,POLITICAL SCIENCE,046,C1
9627007,064,HOME SCIENCE,061,C1
9627007,500,WORK EXPERIENCE,---,B2
9627007,502,PHY & HEALTH EDUCA,---,A1
9627007,503,GENERAL STUDIES,---,B2
9627007,Additional Subject
9627007,048,PHYSICAL EDUCATION,058,D1
9627007,"",Result: PASS,"",""
9627008,322,SANSKRIT CORE,054,B2
9627008,002,HINDI ELECTIVE,042,D2
9627008,028,POLITICAL SCIENCE,033,D2
9627008,048,PHYSICAL EDUCATION,049,D2
9627008,064,HOME SCIENCE,046,D2
9627008,500,WORK EXPERIENCE,---,B1
9627008,502,PHY & HEALTH EDUCA,---,A2
9627008,503,GENERAL STUDIES,---,A2
9627008,Additional Subject
9627008,027,HISTORY,021 F,E
9627008,"",Result: PASS,"",""
9627009,322,SANSKRIT CORE,051,B2
9627009,002,HINDI ELECTIVE,059,B2
9627009,027,HISTORY,036,D2
9627009,028,POLITICAL SCIENCE,063,B1
9627009,064,HOME SCIENCE,056,C2
9627009,500,WORK EXPERIENCE,---,C2
9627009,502,PHY & HEALTH EDUCA,---,C1
9627009,503,GENERAL STUDIES,---,B1
9627009,Additional Subject
9627009,048,PHYSICAL EDUCATION,056,D1
9627009,"",Result: PASS,"",""
9627010,322,SANSKRIT CORE,055,B1
9627010,002,HINDI ELECTIVE,043,D1
9627010,027,HISTORY,018F,E
9627010,048,PHYSICAL EDUCATION,056,D1
9627010,064,HOME SCIENCE,053,D1
9627010,500,WORK EXPERIENCE,---,C1
9627010,502,PHY & HEALTH EDUCA,---,B2
9627010,503,GENERAL STUDIES,---,B1
9627010,Additional Subject
9627010,028,POLITICAL SCIENCE,003 F,E
9627010,"",Result: COMP,"",""
9627011,322,SANSKRIT CORE,060,B1
9627011,002,HINDI ELECTIVE,059,B2
9627011,027,HISTORY,049,C1
9627011,028,POLITICAL SCIENCE,037,D1
9627011,064,HOME SCIENCE,056,C2
9627011,500,WORK EXPERIENCE,---,A2
9627011,502,PHY & HEALTH EDUCA,---,A2
9627011,503,GENERAL STUDIES,---,B2
9627011,Additional Subject
9627011,048,PHYSICAL EDUCATION,064,C2
9627011,"",Result: PASS,"",""
9627012,322,SANSKRIT CORE,058,B1
9627012,002,HINDI ELECTIVE,054,C1
9627012,027,HISTORY,044,C2
9627012,028,POLITICAL SCIENCE,076,A2
9627012,064,HOME SCIENCE,061,C1
9627012,500,WORK EXPERIENCE,---,A1
9627012,502,PHY & HEALTH EDUCA,---,A1
9627012,503,GENERAL STUDIES,---,B2
9627012,Additional Subject
9627012,048,PHYSICAL EDUCATION,068,C1
9627012,"",Result: PASS,"",""
9627013,322,SANSKRIT CORE,055,B1
9627013,002,HINDI ELECTIVE,047,C2
9627013,027,HISTORY,038,D1
9627013,028,POLITICAL SCIENCE,033,D2
9627013,064,HOME SCIENCE,047,D2
9627013,500,WORK EXPERIENCE,---,B2
9627013,502,PHY & HEALTH EDUCA,---,A2
9627013,503,GENERAL STUDIES,---,C1
9627013,Additional Subject
9627013,048,PHYSICAL EDUCATION,051,D2
9627013,"",Result: PASS,"",""
9627014,322,SANSKRIT CORE,056,B1
9627014,002,HINDI ELECTIVE,075,A2
9627014,027,HISTORY,048,C1
9627014,028,POLITICAL SCIENCE,044,C2
9627014,064,HOME SCIENCE,064,C1
9627014,500,WORK EXPERIENCE,---,B1
9627014,502,PHY & HEALTH EDUCA,---,B2
9627014,503,GENERAL STUDIES,---,C2
9627014,Additional Subject
9627014,048,PHYSICAL EDUCATION,054,D2
9627014,"",Result: PASS,"",""
9627015,322,SANSKRIT CORE,056,B1
9627015,002,HINDI ELECTIVE,045,D1
9627015,027,HISTORY,040,D1
9627015,028,POLITICAL SCIENCE,050,C1
9627015,064,HOME SCIENCE,048,D2
9627015,500,WORK EXPERIENCE,---,A2
9627015,502,PHY & HEALTH EDUCA,---,C1
9627015,503,GENERAL STUDIES,---,B2
9627015,Additional Subject
9627015,048,PHYSICAL EDUCATION,050,D2
9627015,"",Result: PASS,"",""
9627016,322,SANSKRIT CORE,059,B1
9627016,002,HINDI ELECTIVE,051,C2
9627016,027,HISTORY,036,D2
9627016,028,POLITICAL SCIENCE,054,B2
9627016,064,HOME SCIENCE,057,C2
9627016,500,WORK EXPERIENCE,---,A1
9627016,502,PHY & HEALTH EDUCA,---,C2
9627016,503,GENERAL STUDIES,---,B1
9627016,Additional Subject
9627016,048,PHYSICAL EDUCATION,048,D2
9627016,"",Result: PASS,"",""
9627017,322,SANSKRIT CORE,067,A2
9627017,002,HINDI ELECTIVE,069,A2
9627017,027,HISTORY,037,D2
9627017,028,POLITICAL SCIENCE,035,D1
9627017,064,HOME SCIENCE,059,C2
9627017,500,WORK EXPERIENCE,---,B2
9627017,502,PHY & HEALTH EDUCA,---,A1
9627017,503,GENERAL STUDIES,---,B1
9627017,Additional Subject
9627017,048,PHYSICAL EDUCATION,048,D2
9627017,"",Result: PASS,"",""
9627018,322,SANSKRIT CORE,062,A2
9627018,002,HINDI ELECTIVE,056,C1
9627018,027,HISTORY,054,B2
9627018,028,POLITICAL SCIENCE,077,A2
9627018,064,HOME SCIENCE,059,C2
9627018,500,WORK EXPERIENCE,---,B2
9627018,502,PHY & HEALTH EDUCA,---,B2
9627018,503,GENERAL STUDIES,---,B2
9627018,Additional Subject
9627018,048,PHYSICAL EDUCATION,060,D1
9627018,"",Result: PASS,"",""
9627019,322,SANSKRIT CORE,049,B2
9627019,002,HINDI ELECTIVE,043,D1
9627019,027,HISTORY,036,D2
9627019,028,POLITICAL SCIENCE,051,B2
9627019,064,HOME SCIENCE,057,C2
9627019,500,WORK EXPERIENCE,---,A1
9627019,502,PHY & HEALTH EDUCA,---,A2
9627019,503,GENERAL STUDIES,---,B2
9627019,Additional Subject
9627019,048,PHYSICAL EDUCATION,050,D2
9627019,"",Result: PASS,"",""
9627020,322,SANSKRIT CORE,062,A2
9627020,002,HINDI ELECTIVE,061,B2
9627020,027,HISTORY,048,C1
9627020,028,POLITICAL SCIENCE,033,D2
9627020,064,HOME SCIENCE,056,C2
9627020,500,WORK EXPERIENCE,---,B1
9627020,502,PHY & HEALTH EDUCA,---,A1
9627020,503,GENERAL STUDIES,---,C2
9627020,Additional Subject
9627020,048,PHYSICAL EDUCATION,049,D2
9627020,"",Result: PASS,"",""
9627021,322,SANSKRIT CORE,ABA,""
9627021,002,HINDI ELECTIVE,ABA,""
9627021,027,HISTORY,006F,E
9627021,028,POLITICAL SCIENCE,010F,E
9627021,064,HOME SCIENCE,025FT,E
9627021,500,WORK EXPERIENCE,---,B2
9627021,502,PHY & HEALTH EDUCA,---,A2
9627021,503,GENERAL STUDIES,---,C1
9627021,Additional Subject
9627021,048,PHYSICAL EDUCATION,029 FT,E
9627021,"",Result: FAIL,"",""
9627022,002,HINDI ELECTIVE,042,D2
9627022,027,HISTORY,021F,E
9627022,028,POLITICAL SCIENCE,047,C1
9627022,048,PHYSICAL EDUCATION,051,D2
9627022,064,HOME SCIENCE,048,D2
9627022,500,WORK EXPERIENCE,---,C1
9627022,502,PHY & HEALTH EDUCA,---,A1
