9735000,301,ENGLISH CORE,033,D2
9735000,002,HINDI ELECTIVE,056,C1
9735000,027,HISTORY,056,B1
9735000,028,POLITICAL SCIENCE,082,A1
9735000,029,GEOGRAPHY,071,B1
9735000,500,WORK EXPERIENCE,---,D1
9735000,502,PHY & HEALTH EDUCA,---,A2
9735000,503,GENERAL STUDIES,---,A2
9735000,Additional Subject
9735000,048,PHYSICAL EDUCATION,065,C2
9735000,"",Result: PASS,"",""
9735001,301,ENGLISH CORE,033,D2
9735001,002,HINDI ELECTIVE,042,D2
9735001,027,HISTORY,048,C1
9735001,028,POLITICAL SCIENCE,045,C1
9735001,029,GEOGRAPHY,063,C1
9735001,500,WORK EXPERIENCE,---,B1
9735001,502,PHY & HEALTH EDUCA,---,C1
9735001,503,GENERAL STUDIES,---,D1
9735001,Additional Subject
9735001,048,PHYSICAL EDUCATION,061,D1
9735001,"",Result: PASS,"",""
9735002,301,ENGLISH CORE,048,D1
9735002,002,HINDI ELECTIVE,050,C2
9735002,027,HISTORY,056,B1
9735002,028,POLITICAL SCIENCE,073,A2
9735002,029,GEOGRAPHY,070,B1
9735002,500,WORK EXPERIENCE,---,D2
9735002,502,PHY & HEALTH EDUCA,---,A1
9735002,503,GENERAL STUDIES,---,B2
9735002,Additional Subject
9735002,048,PHYSICAL EDUCATION,058,D1
9735002,"",Result: PASS,"",""
9735003,301,ENGLISH CORE,072,B2
9735003,002,HINDI ELECTIVE,058,B2
9735003,027,HISTORY,084,A1
9735003,028,POLITICAL SCIENCE,086,A1
9735003,029,GEOGRAPHY,076,B1
9735003,500,WORK EXPERIENCE,---,A1
9735003,502,PHY & HEALTH EDUCA,---,D1
9735003,503,GENERAL STUDIES,---,B1
9735003,Additional Subject
9735003,048,PHYSICAL EDUCATION,067,C1
9735003,"",Result: PASS,"",""
9735004,301,ENGLISH CORE,033,D2
9735004,002,HINDI ELECTIVE,050,C2
9735004,027,HISTORY,042,C2
9735004,028,POLITICAL SCIENCE,044,C2
9735004,029,GEOGRAPHY,061,C1
9735004,500,WORK EXPERIENCE,---,A2
9735004,502,PHY & HEALTH EDUCA,---,B1
9735004,503,GENERAL STUDIES,---,C1
9735004,Additional Subject
9735004,048,PHYSICAL EDUCATION,059,D1
9735004,"",Result: PASS,"",""
9735005,301,ENGLISH CORE,033,D2
9735005,002,HINDI ELECTIVE,051,C2
9735005,027,HISTORY,038,D1
9735005,028,POLITICAL SCIENCE,033,D2
9735005,029,GEOGRAPHY,063,C1
9735005,500,WORK EXPERIENCE,---,B2
9735005,502,PHY & HEALTH EDUCA,---,C2
9735005,503,GENERAL STUDIES,---,B2
9735005,Additional Subject
9735005,048,PHYSICAL EDUCATION,064,C2
9735005,"",Result: PASS,"",""
9735006,301,ENGLISH CORE,044,D1
9735006,027,HISTORY,038,D1
9735006,028,POLITICAL SCIENCE,014F,E
9735006,029,GEOGRAPHY,040,D2
9735006,048,PHYSICAL EDUCATION,051,D2
9735006,500,WORK EXPERIENCE,---,D1
9735006,502,PHY & HEALTH EDUCA,---,A2
9735006,503,GENERAL STUDIES,---,D1
9735006,Additional Subject
9735006,002,HINDI ELECTIVE,011 F,E
9735006,"",Result: COMP,"",""
9735007,301,ENGLISH CORE,048,D1
9735007,002,HINDI ELECTIVE,073,A2
9735007,027,HISTORY,064,A2
9735007,028,POLITICAL SCIENCE,075,A2
9735007,029,GEOGRAPHY,073,B1
9735007,500,WORK EXPERIENCE,---,C1
9735007,502,PHY & HEALTH EDUCA,---,A1
9735007,503,GENERAL STUDIES,---,A1
9735007,Additional Subject
9735007,048,PHYSICAL EDUCATION,069,C1
9735007,"",Result: PASS,"",""
9735008,301,ENGLISH CORE,034,D2
9735008,002,HINDI ELECTIVE,065,B1
9735008,027,HISTORY,055,B1
9735008,028,POLITICAL SCIENCE,062,B1
9735008,029,GEOGRAPHY,080,A2
9735008,500,WORK EXPERIENCE,---,B1
9735008,502,PHY & HEALTH EDUCA,---,C1
9735008,503,GENERAL STUDIES,---,C2
9735008,Additional Subject
9735008,048,PHYSICAL EDUCATION,058,D1
9735008,"",Result: PASS,"",""
9735009,301,ENGLISH CORE,055,C2
9735009,002,HINDI ELECTIVE,057,B2
9735009,027,HISTORY,081,A1
9735009,028,POLITICAL SCIENCE,091,A1
9735009,029,GEOGRAPHY,079,A2
9735009,500,WORK EXPERIENCE,---,C2
9735009,502,PHY & HEALTH EDUCA,---,D2
9735009,503,GENERAL STUDIES,---,A2
9735009,Additional Subject
9735009,048,PHYSICAL EDUCATION,063,C2
9735009,"",Result: PASS,"",""
9735010,301,ENGLISH CORE,033,D2
9735010,002,HINDI ELECTIVE,047,C2
9735010,027,HISTORY,036,D2
9735010,028,POLITICAL SCIENCE,037,D1
9735010,029,GEOGRAPHY,050,D1
9735010,500,WORK EXPERIENCE,---,D1
9735010,502,PHY & HEALTH EDUCA,---,B2
9735010,503,GENERAL STUDIES,---,A2
9735010,Additional Subject
9735010,048,PHYSICAL EDUCATION,063,C2
9735010,"",Result: PASS,"",""
9735011,301,ENGLISH CORE,047,D1
9735011,002,HINDI ELECTIVE,053,C1
9735011,027,HISTORY,036,D2
9735011,028,POLITICAL SCIENCE,063,B1
9735011,029,GEOGRAPHY,052,D1
9735011,500,WORK EXPERIENCE,---,B2
9735011,502,PHY & HEALTH EDUCA,---,C2
9735011,503,GENERAL STUDIES,---,C1
9735011,Additional Subject
9735011,048,PHYSICAL EDUCATION,063,C2
9735011,"",Result: PASS,"",""
9735012,301,ENGLISH CORE,050,D1
9735012,002,HINDI ELECTIVE,054,C1
9735012,027,HISTORY,064,A2
9735012,028,POLITICAL SCIENCE,057,B2
9735012,029,GEOGRAPHY,069,B2
9735012,500,WORK EXPERIENCE,---,A1
9735012,502,PHY & HEALTH EDUCA,---,B2
9735012,503,GENERAL STUDIES,---,D1
9735012,Additional Subject
9735012,048,PHYSICAL EDUCATION,069,C1
9735012,"",Result: PASS,"",""
9735013,002,HINDI ELECTIVE,046,D1
9735013,027,HISTORY,044,C2
9735013,028,POLITICAL SCIENCE,033,D2
9735013,029,GEOGRAPHY,051,D1
9735013,048,PHYSICAL EDUCATION,062,C2
9735013,500,WORK EXPERIENCE,---,A2
9735013,502,PHY & HEALTH EDUCA,---,C2
9735013,503,GENERAL STUDIES,---,C1
9735013,Additional Subject
9735013,301,ENGLISH CORE,009 F,E
9735013,"",Result: PASS,"",""
9735014,301,ENGLISH CORE,055,C2
9735014,002,HINDI ELECTIVE,056,C1
9735014,027,HISTORY,064,A2
9735014,028,POLITICAL SCIENCE,060,B1
9735014,029,GEOGRAPHY,069,B2
9735014,500,WORK EXPERIENCE,---,D1
9735014,502,PHY & HEALTH EDUCA,---,A2
9735014,503,GENERAL STUDIES,---,A1
9735014,Additional Subject
9735014,048,PHYSICAL EDUCATION,064,C2
9735014,"",Result: PASS,"",""
9735015,301,ENGLISH CORE,065,C1
9735015,002,HINDI ELECTIVE,055,C1
9735015,027,HISTORY,042,C2
9735015,028,POLITICAL SCIENCE,053,B2
9735015,029,GEOGRAPHY,073,B1
9735015,500,WORK EXPERIENCE,---,B1
9735015,502,PHY & HEALTH EDUCA,---,C1
9735015,503,GENERAL STUDIES,---,C1
9735015,Additional Subject
9735015,048,PHYSICAL EDUCATION,070,C1
9735015,"",Result: PASS,"",""
9735016,301,ENGLISH CORE,033,D2
9735016,002,HINDI ELECTIVE,066,B1
9735016,027,HISTORY,065,A2
9735016,028,POLITICAL SCIENCE,090,A1
9735016,029,GEOGRAPHY,059,C1
9735016,500,WORK EXPERIENCE,---,C1
9735016,502,PHY & HEALTH EDUCA,---,B2
9735016,503,GENERAL STUDIES,---,B2
9735016,Additional Subject
9735016,048,PHYSICAL EDUCATION,069,C1
9735016,"",Result: PASS,"",""
9735017,301,ENGLISH CORE,052,C2
9735017,002,HINDI ELECTIVE,079,A1
9735017,027,HISTORY,078,A1
9735017,028,POLITICAL SCIENCE,078,A2
9735017,029,GEOGRAPHY,083,A2
9735017,500,WORK EXPERIENCE,---,C2
9735017,502,PHY & HEALTH EDUCA,---,A1
9735017,503,GENERAL STUDIES,---,C2
9735017,Additional Subject
9735017,048,PHYSICAL EDUCATION,071,C1
9735017,"",Result: PASS,"",""
9735018,301,ENGLISH CORE,043,D1
9735018,002,HINDI ELECTIVE,051,C2
9735018,027,HISTORY,042,C2
9735018,028,POLITICAL SCIENCE,044,C2
9735018,029,GEOGRAPHY,063,C1
9735018,500,WORK EXPERIENCE,---,B1
9735018,502,PHY & HEALTH EDUCA,---,C2
9735018,503,GENERAL STUDIES,---,D1
9735018,Additional Subject
9735018,048,PHYSICAL EDUCATION,059,D1
9735018,"",Result: PASS,"",""
9735019,002,HINDI ELECTIVE,033,D2
9735019,027,HISTORY,036,D2
9735019,028,POLITICAL SCIENCE,033,D2
9735019,029,GEOGRAPHY,053,D1
9735019,048,PHYSICAL EDUCATION,055,D2
9735019,500,WORK EXPERIENCE,---,D1
9735019,502,PHY & HEALTH EDUCA,---,D2
9735019,503,GENERAL STUDIES,---,B1
9735019,Additional Subject
9735019,301,ENGLISH CORE,007 F,E
9735019,"",Result: PASS,"",""
9735020,301,ENGLISH CORE,033,D2
9735020,002,HINDI ELECTIVE,047,C2
9735020,027,HISTORY,048,C1
9735020,028,POLITICAL SCIENCE,044,C2
9735020,029,GEOGRAPHY,067,B2
9735020,500,WORK EXPERIENCE,---,D2
9735020,502,PHY & HEALTH EDUCA,---,B1
9735020,503,GENERAL STUDIES,---,A2
9735020,Additional Subject
9735020,048,PHYSICAL EDUCATION,067,C1
9735020,"",Result: PASS,"",""
9735021,301,ENGLISH CORE,065,C1
9735021,002,HINDI ELECTIVE,072,A2
9735021,027,HISTORY,063,A2
9735021,028,POLITICAL SCIENCE,095,A1
9735021,029,GEOGRAPHY,081,A2
9735021,500,WORK EXPERIENCE,---,A1
9735021,502,PHY & HEALTH EDUCA,---,D1
9735021,503,GENERAL STUDIES,---,D2
9735021,Additional Subject
9735021,048,PHYSICAL EDUCATION,071,C1
9735021,"",Result: PASS,"",""
9735022,301,ENGLISH CORE,033,D2
9735022,002,HINDI ELECTIVE,058,B2
9735022,027,HISTORY,069,A2
9735022,028,POLITICAL SCIENCE,051,B2
9735022,029,GEOGRAPHY,055,C2
9735022,500,WORK EXPERIENCE,---,B2
9735022,502,PHY & HEALTH EDUCA,---,D1
9735022,503,GENERAL STUDIES,---,B1
9735022,Additional Subject
9735022,048,PHYSICAL EDUCATION,070,C1
9735022,"",Result: PASS,"",""
9735023,301,ENGLISH CORE,057,C2
9735023,002,HINDI ELECTIVE,069,A2
9735023,027,HISTORY,048,C1
9735023,028,POLITICAL SCIENCE,061,B1
9735023,029,GEOGRAPHY,066,B2
9735023,500,WORK EXPERIENCE,---,C2
9735023,502,PHY & HEALTH EDUCA,---,A1
9735023,503,GENERAL STUDIES,---,A1
9735023,Additional Subject
9735023,048,PHYSICAL EDUCATION,070,C1
9735023,"",Result: PASS,"",""
9735024,301,ENGLISH CORE,045,D1
9735024,002,HINDI ELECTIVE,046,D1
9735024,027,HISTORY,048,C1
9735024,028,POLITICAL SCIENCE,057,B2
9735024,029,GEOGRAPHY,061,C1
9735024,500,WORK EXPERIENCE,---,A2
9735024,502,PHY & HEALTH EDUCA,---,C2
9735024,503,GENERAL STUDIES,---,C1
9735024,Additional Subject
9735024,048,PHYSICAL EDUCATION,035 FP,E
9735024,"",Result: PASS,"",""
9735025,301,ENGLISH CORE,033,D2
9735025,002,HINDI ELECTIVE,044,D1
9735025,027,HISTORY,036,D2
9735025,029,GEOGRAPHY,052,D1
9735025,048,PHYSICAL EDUCATION,059,D1
